x1,x2
2.001164955520126,0.43029947571735944
-0.6744557747817002,0.7365153394030783
0.13616835175111489,1.0001429333017973
1.446739375097615,-0.3904142085975115
-0.8950140774018729,0.45639206164215396
0.02280225152054397,0.3089447452568514
0.4229787782158357,-0.33759512299334815
-0.9867700941804485,0.1861300807028053
0.9809598449062624,0.19082283984538873
1.97805427749657,0.3522867770061582
-0.04508546757651823,0.9822171169695801
-1.0175065921121782,0.0716264589544479
-0.34754803354762237,0.9236205118580604
0.9612763800980458,0.3061765472639464
0.9294309101306234,0.3833878246649232
1.032431165412297,-0.4927906744486782
0.5819880354902899,0.8031627993862804
0.664608458637028,0.7501592654920396
0.22978519572480335,0.9777499515573113
0.13506285253825195,0.01599635847803216
0.17273040686606866,-0.06463755176977205
-0.0019104679204623913,0.5024424003747482
1.9463701624560963,0.1981550043557106
0.6175087287811768,0.7804110613812183
0.9657071994952908,0.24112534629362734
1.5574212036714106,-0.3127841823670269
0.08737817274145501,0.050316657352717495
1.9752671923921454,0.3152660199853128
1.5186867383027487,-0.35261165469033906
0.837287251358495,0.5496119385972096
0.48827622276125604,-0.3566590130156647
0.010158583195983513,0.36871144931816857
-0.9703381743182988,0.2646842480114906
-0.8080818531810388,0.6062564516508862
-1.0048692092284146,0.004365384327529949
0.8741021153677543,0.47796909322135317
-0.9387358204246883,0.331204966562015
1.8979586519004197,0.07126174301778683
0.6563841238120217,-0.4406012716065981
-0.2317803538067677,0.9859460026399804
1.0064350187306594,0.006854529172324514
0.5945905529324932,-0.41500381045477286
1.8042294108232895,-0.10658035637726682
1.0142358354685597,0.06643193620708464
-0.4137953112675543,0.9159493784776819
0.08672001522371181,0.11795706669207782
0.2096959545803944,-0.0993205881528343
-0.8360726277139169,0.5569125316677594
-0.08720478480592585,0.9922518818593344
-0.9787689783606731,0.13184005752862327
0.0713703100107898,0.9869823637680624
0.7717793331718775,0.6500400406755594
1.7219970263490623,-0.1907986991227892
1.3899559490103726,-0.4216966826161484
1.6631788974056212,-0.22407896018150752
-0.5790357640804116,0.819919148754259
-0.9252317002250023,0.3691366226316214
1.2234598507095795,-0.46577661306291684
0.027237728898463445,0.25263988306469837
-0.29452126573760046,0.9571411311882647
-0.6270266334909533,0.7908782154118269
1.1693202773228382,-0.4784975848117461
0.5378192268099754,-0.4025835417164136
0.011284997459955672,1.005786887457693
0.2865704639004726,0.9755179998226807
0.7126613947515444,0.7037666427487856
1.9765203233719786,0.24108588653190433
1.9135374534014444,0.12370321348719208
0.5136727738962743,0.8595632384292029
-0.0005872149833857985,0.4312593975241655
0.29942074992193773,-0.1837897868851159
1.8676374357701984,0.012428195030613468
0.35958599527109497,-0.2965413864262147
1.8146861780183845,-0.06881100121017726
0.22358635844489844,-0.13751284752604312
-0.16193138830822063,0.9859193160024733
-0.8852597452507841,0.5012931233554785
0.8511661510106656,-0.5055895191566286
0.9096507622587598,0.4273059453388508
1.0991847906027417,-0.5100794159619316
-0.7716094048031535,0.6436362300463826
0.3604261557465016,0.9487170958562033
0.9953578928404465,0.12504280502343196
0.7947176573775697,0.5836885738300925
0.3299680440026503,-0.233736066442973
1.6407621928496419,-0.260560355630914
1.3447092999687358,-0.42305202502868167
-0.5323080810929609,0.8537635694814445
0.025165120407779063,0.1805219880533839
0.7187325663332924,-0.4552330329765439
1.9910298984470312,0.49691025325387744
0.9668970893954563,-0.5062625658952052
1.2937007021091158,-0.46650217808783845
1.7624190859043452,-0.14712627441318937
0.9146786086872024,-0.48817791266548005
-0.7282680218820138,0.697672701361236
0.4121641567707575,0.9215135815404011
0.45500973622481855,0.8717653002000174
0.7745616452501586,-0.46310524567011263
-0.4642852950758671,0.8825930707710559
